"Year","Temp","Carryover","TDM"
1943,54,"1300",5.25649670398226e-05
1944,54,"1300",0.36378054837281
1945,54,"1300",0.00343503318976981
1946,54,"1300",0.00160611003583488
1947,54,"1300",0.630881669115588
1948,54,"1300",0.00836930165156815
1949,54,"1300",0.00259158967197269
1950,54,"1300",0.0322788800390068
1951,54,"1300",0.000125534173720816
1952,54,"1300",0.00205757028493015
1953,54,"1300",4.99076986213107e-05
1954,54,"1300",1.67198338233862e-05
1955,54,"1300",0.0284506971371623
1956,54,"1300",0.000790539475691786
1957,54,"1300",0.00338046008937513
1958,54,"1300",0.00105076549197135
1959,54,"1300",0.0992445416682095
1960,54,"1300",0.0157325916034413
1961,54,"1300",0.00247144644640848
1962,54,"1300",0.00566247001032655
1963,54,"1300",0.0002196849088458
1964,54,"1300",0.245516010911005
1965,54,"1300",0.000248979976154942
1966,54,"1300",0.00297766835589886
1967,54,"1300",0.00171716524401323
1968,54,"1300",0.00816394096879029
1969,54,"1300",0.000368105335982178
1970,54,"1300",0.000151790821095464
1971,54,"1300",0
1972,54,"1300",0.00135567999058545
1973,54,"1300",8.32809891175078e-06
1974,54,"1300",0.000126125386525789
1975,54,"1300",0
1976,54,"1300",0.80146826640372
1977,54,"1300",0.999385949571276
1978,54,"1300",0.00127766202672455
1979,54,"1300",0.0252810966988024
1980,54,"1300",0.000286775978483719
1981,54,"1300",0.0202925622378594
1982,54,"1300",0.0254843580060252
1983,54,"1300",0.000278611427794713
1984,54,"1300",1.53671591856794e-05
1985,54,"1300",0.338821905698329
1986,54,"1300",0.00174008258963815
1987,54,"1300",0.595582680416383
1988,54,"1300",0.638003614512726
1989,54,"1300",0.00801970121055303
1990,54,"1300",0.94745959872617
1991,54,"1300",0.962695797012157
1992,54,"1300",0.902646931024883
1993,54,"1300",0.00341505567756763
1994,54,"1300",0.945242425947925
1995,54,"1300",0.000685141809367004
1996,54,"1300",0.000307886537657713
1997,54,"1300",9.55784459495481e-06
1998,54,"1300",0
1999,54,"1300",0.00243881391252539
2000,54,"1300",0.000567067129480642
2001,54,"1300",0.624453073884972
2002,54,"1300",0.00588146483341927
1922,55,"1300",0.0341062984092155
1923,55,"1300",0.178299125294985
1924,55,"1300",0.997268630554031
1925,55,"1300",0.0113720703984134
1926,55,"1300",0.191022760284251
1927,55,"1300",0.00732710724048252
1928,55,"1300",0.00454264169656416
1929,55,"1300",0.952874408532136
1930,55,"1300",0.0431300845559575
1931,55,"1300",0.99275096425921
1932,55,"1300",0.109221196728686
1933,55,"1300",0.781862064455983
1934,55,"1300",0.327100858013505
1935,55,"1300",0.0186915996423366
1936,55,"1300",0.0439882228706
1937,55,"1300",0.0722313368819359
1938,55,"1300",0.00457187772203565
1939,55,"1300",0.960927738322755
1940,55,"1300",0.00341912104267482
1941,55,"1300",0.010259021820027
1942,55,"1300",0.0137617074803863
1943,55,"1300",0.0129656510052532
1944,55,"1300",0.150324110478004
1945,55,"1300",0.0679664949292478
1946,55,"1300",0.0432645316260077
1947,55,"1300",0.280159803594245
1948,55,"1300",0.0640229852636727
1949,55,"1300",0.0432552925033221
1950,55,"1300",0.0795861154841213
1951,55,"1300",0.00852374053394602
1952,55,"1300",0.0437728570516273
1953,55,"1300",0.00903537873684942
1954,55,"1300",0.00567882233187272
1955,55,"1300",0.0766938896847741
1956,55,"1300",0.02356711329853
1957,55,"1300",0.0576847743270315
1958,55,"1300",0.0255406123169567
1959,55,"1300",0.138878923561032
1960,55,"1300",0.0559938256799831
1961,55,"1300",0.0395925548542639
1962,55,"1300",0.0671347857832897
1963,55,"1300",0.00796685535335882
1964,55,"1300",0.112434202750331
1965,55,"1300",0.015133604837322
1966,55,"1300",0.0609366793482635
1967,55,"1300",0.0450438340248311
1968,55,"1300",0.0544993737057517
1969,55,"1300",0.0176870504546381
1970,55,"1300",0.00927947879491969
1971,55,"1300",0.0289547591726499
1972,55,"1300",0.0380615332327717
1973,55,"1300",0.00451957375077344
1974,55,"1300",0.00954253209811114
1975,55,"1300",0.0164897815176446
1976,55,"1300",0.646344499929071
1977,55,"1300",0.999182010194636
1978,55,"1300",0.0114624234595783
1979,55,"1300",0.127706615288626
1980,55,"1300",0.00873355100043305
1981,55,"1300",0.0964819788121237
1982,55,"1300",0.090358485169526
1983,55,"1300",0.0253848989277683
1984,55,"1300",0.0032944980080378
1985,55,"1300",0.123669500361858
1986,55,"1300",0.0279717121350013
1987,55,"1300",0.263307156476032
1988,55,"1300",0.314556850847572
1989,55,"1300",0.0953632190424929
1990,55,"1300",0.883271750065138
1991,55,"1300",0.936143579212689
1992,55,"1300",0.785823465844552
1993,55,"1300",0.0523307738136672
1994,55,"1300",0.891496726861976
1995,55,"1300",0.0400561484534302
1996,55,"1300",0.0279026694376606
1997,55,"1300",0.00849904246506861
1998,55,"1300",0.0020885310632897
1999,55,"1300",0.0200431365785048
2000,55,"1300",0.0267829475127181
2001,55,"1300",0.312863527850787
2002,55,"1300",0.063176386358325
1922,53,"1500",0.00100918591985446
1923,53,"1500",0.663380164754695
1924,53,"1500",0.997474593077942
1925,53,"1500",0
1926,53,"1500",0.607443496275624
1927,53,"1500",0
1928,53,"1500",0.247127476484878
1929,53,"1500",0.957595362127461
1930,53,"1500",0
1931,53,"1500",0.993201303101689
1932,53,"1500",0.000390462662740218
1933,53,"1500",0.896239318809317
1934,53,"1500",0.653867059857025
1935,53,"1500",0
1936,53,"1500",0
1937,53,"1500",0.145042195565057
1938,53,"1500",0
1939,53,"1500",0.973507965808137
1940,53,"1500",0.205748606269992
1941,53,"1500",0
1942,53,"1500",0
1943,53,"1500",0
1944,53,"1500",0.609134229252728
1945,53,"1500",0.000330411568397251
1946,53,"1500",9.25699470226927e-05
1947,53,"1500",0.726981328529476
1948,53,"1500",0
1949,53,"1500",0
1950,53,"1500",0.00890007508195463
1951,53,"1500",1.11850148422892e-05
1952,53,"1500",0
1953,53,"1500",0
1954,53,"1500",0
1955,53,"1500",0.00416282183130487
1956,53,"1500",1.06844950838087e-06
1957,53,"1500",0.000445818846656418
1958,53,"1500",9.45014735305649e-05
1959,53,"1500",0.294845784912547
1960,53,"1500",0.329079351829251
1961,53,"1500",1.0312895599998e-06
1962,53,"1500",0.000530415612526522
1963,53,"1500",3.28691951858529e-06
1964,53,"1500",0.474175734870784
1965,53,"1500",0
1966,53,"1500",0
1967,53,"1500",0
1968,53,"1500",0.00020797588387325
1969,53,"1500",0
1970,53,"1500",0.000122622328601782
1971,53,"1500",0
1972,53,"1500",7.15474155521464e-05
1973,53,"1500",0
1974,53,"1500",0
1975,53,"1500",0
1976,53,"1500",0.807654135845413
1977,53,"1500",0.999479161192608
1978,53,"1500",0
1979,53,"1500",0.25681066742029
1980,53,"1500",0
1981,53,"1500",0.308207199562364
1982,53,"1500",0.00135096181265037
1983,53,"1500",0
1984,53,"1500",0
1985,53,"1500",0.648559531275565
1986,53,"1500",0
1987,53,"1500",0.733174984047069
1988,53,"1500",0.74057002886404
1989,53,"1500",0.06404228189376
1990,53,"1500",0.956595392094622
1991,53,"1500",0.953010590739633
1992,53,"1500",0.911635041007062
1993,53,"1500",0
1994,53,"1500",0.93404342933827
1995,53,"1500",0
1996,53,"1500",0
1997,53,"1500",0.00345932531758434
1998,53,"1500",0.00766479500007213
1999,53,"1500",4.65672546240082e-08
2000,53,"1500",0.0482298747915521
2001,53,"1500",0.716292293911179
2002,53,"1500",0.00028851866741741
1922,54,"1500",0.00185020153838074
1923,54,"1500",0.192140270857425
1924,54,"1500",0.99686359508219
1925,54,"1500",9.50585427727363e-06
1926,54,"1500",0.176516709683501
1927,54,"1500",0.000417048154693098
1928,54,"1500",0.0252953044192237
1929,54,"1500",0.92793185881754
1930,54,"1500",0.0293497223287171
1931,54,"1500",0.990963654935695
1932,54,"1500",0.0107802585251278
1933,54,"1500",0.796860354427593
1934,54,"1500",0.267577886424623
1935,54,"1500",0.000337444798390452
1936,54,"1500",0.000322083984081646
1937,54,"1500",0.00394220639918295
1938,54,"1500",9.31016725293845e-05
1939,54,"1500",0.952956333156792
1940,54,"1500",0.011745203697723
1941,54,"1500",4.22176245942146e-06
1942,54,"1500",0.000152772132390781
1943,54,"1500",0.000101584079521475
1944,54,"1500",0.184794349510767
1945,54,"1500",0.00267850615335476
1946,54,"1500",0.00347626557560775
1947,54,"1500",0.435331976977677
1948,54,"1500",0.00203550553582801
1949,54,"1500",0.00536877965935173
1950,54,"1500",0.0293043856259672
1951,54,"1500",0.000410947128912073
1952,54,"1500",0.0020395844159013
1953,54,"1500",2.96819988752864e-05
1954,54,"1500",2.20647722165784e-05
1955,54,"1500",0.0213050004409441
1956,54,"1500",0.000796115264048468
1957,54,"1500",0.00438404937530998
1958,54,"1500",0.000942453729491409
1959,54,"1500",0.0292511724415236
1960,54,"1500",0.0218421605211493
1961,54,"1500",0.0016264319918023
1962,54,"1500",0.00845068387395456
1963,54,"1500",0.000288855491765511
1964,54,"1500",0.110569719196193
1965,54,"1500",9.51296308232949e-05
1966,54,"1500",0.00339527283350568
1967,54,"1500",0.00296940514683041
1968,54,"1500",0.0053090940390485
1969,54,"1500",0.000301470090539998
1970,54,"1500",0.000230619174735455
1971,54,"1500",6.34082254400704e-05
1972,54,"1500",0.00779728229306788
1973,54,"1500",1.15138039672278e-06
1974,54,"1500",0.000168484050544807
1975,54,"1500",0
1976,54,"1500",0.604001704608057
1977,54,"1500",0.999403763291985
1978,54,"1500",0.000497783689966724
1979,54,"1500",0.0183265873881998
1980,54,"1500",8.07071411394512e-05
1981,54,"1500",0.011688002355379
1982,54,"1500",0.0206061663363885
1983,54,"1500",0.000299502241822603
1984,54,"1500",2.79165101231603e-06
1985,54,"1500",0.241862172192141
1986,54,"1500",0.0013420173710045
1987,54,"1500",0.482179729107746
1988,54,"1500",0.449778831559579
1989,54,"1500",0.0064577907216411
1990,54,"1500",0.913513157173527
1991,54,"1500",0.916160809653782
1992,54,"1500",0.822688941208063
1993,54,"1500",0.00145594637206477
1994,54,"1500",0.867037265351433
1995,54,"1500",0.00120221253369023
1996,54,"1500",0.000346195059088038
1997,54,"1500",4.42204777002286e-05
1998,54,"1500",0
1999,54,"1500",0.000450887424159158
2000,54,"1500",0.000726870285836208
2001,54,"1500",0.350667365617084
2002,54,"1500",0.00685005836424858
1922,55,"1500",0.0303183751574614
1923,55,"1500",0.135551547985262
1924,55,"1500",0.995779869041257
1925,55,"1500",0.0196160392220772
1926,55,"1500",0.107606164595592
1927,55,"1500",0.00649580093582081
1928,55,"1500",0.00645636598800045
1929,55,"1500",0.885754349885906
1930,55,"1500",0.0418147147724875
1931,55,"1500",0.987000633383084
1932,55,"1500",0.107042597936073
1933,55,"1500",0.608262206588344
1934,55,"1500",0.168455461967959
1935,55,"1500",0.0139726095139313
1936,55,"1500",0.0439637802677476
1937,55,"1500",0.0706868099038063
1938,55,"1500",0.00669558626279503
1939,55,"1500",0.925329032014404
1940,55,"1500",0.00485828910279116
1941,55,"1500",0.00633204789770731
1942,55,"1500",0.0147491539621394
1943,55,"1500",0.0180157126664143
1944,55,"1500",0.113967739121049
1945,55,"1500",0.0430341616837645
1946,55,"1500",0.04837394398911
1947,55,"1500",0.149727075722759
1948,55,"1500",0.0477556786569367
1949,55,"1500",0.0324924616447531
1950,55,"1500",0.085433787888457
1951,55,"1500",0.00562500115916211
1952,55,"1500",0.0475561618320543
1953,55,"1500",0.00889562942458814
1954,55,"1500",0.00760895797260165
1955,55,"1500",0.0787480565520303
1956,55,"1500",0.0222225768473807
1957,55,"1500",0.0566604849674432
1958,55,"1500",0.0149463265108627
1959,55,"1500",0.0988767088854147
1960,55,"1500",0.0761641775709408
1961,55,"1500",0.0441034779502931
1962,55,"1500",0.0679258659645882
1963,55,"1500",0.00762435106359785
1964,55,"1500",0.0869113243865942
1965,55,"1500",0.0129237479472937
1966,55,"1500",0.0446260977546843
1967,55,"1500",0.0414230504075215
1968,55,"1500",0.046573758476616
1969,55,"1500",0.0137581531483218
1970,55,"1500",0.00786120420258106
1971,55,"1500",0.0183620684973676
1972,55,"1500",0.051493060096876
1973,55,"1500",0.00534666038415426
1974,55,"1500",0.00977774900013419
1975,55,"1500",0.0158793833098614
1976,55,"1500",0.412081598051012
1977,55,"1500",0.999190076036524
1978,55,"1500",0.0158477098986055
1979,55,"1500",0.130969904041059
1980,55,"1500",0.00848858704665033
1981,55,"1500",0.0960385028339305
1982,55,"1500",0.0737310576450812
1983,55,"1500",0.0311919873033505
1984,55,"1500",0.00639046375579808
1985,55,"1500",0.0990428266860999
1986,55,"1500",0.0289409694423862
1987,55,"1500",0.155118471544026
1988,55,"1500",0.215874178716511
1989,55,"1500",0.069719553882744
1990,55,"1500",0.826026487296068
1991,55,"1500",0.858740661796559
1992,55,"1500",0.64833089886764
1993,55,"1500",0.0594964935000795
1994,55,"1500",0.72016412049754
1995,55,"1500",0.0459396612707887
1996,55,"1500",0.0229607338877767
1997,55,"1500",0.00709678434891392
1998,55,"1500",0.00219201140778417
1999,55,"1500",0.020656214334663
2000,55,"1500",0.0236971499582353
2001,55,"1500",0.140577599448385
2002,55,"1500",0.0495496207024896
1922,53,"1600",1.65725834418723e-05
1923,53,"1600",0.596872647458103
1924,53,"1600",0.990253476025432
1925,53,"1600",0
1926,53,"1600",0.421263981293985
1927,53,"1600",0
1928,53,"1600",0.254678222036212
1929,53,"1600",0.931718012787326
1930,53,"1600",0
1931,53,"1600",0.990383723259174
1932,53,"1600",0.000439867519633772
1933,53,"1600",0.848193343743047
1934,53,"1600",0.505803147187337
1935,53,"1600",0
1936,53,"1600",0
1937,53,"1600",0.179899858508794
1938,53,"1600",0
1939,53,"1600",0.947661001348362
1940,53,"1600",0.253015160333528
1941,53,"1600",0
1942,53,"1600",0
1943,53,"1600",0
1944,53,"1600",0.506629016275492
1945,53,"1600",0.00013569223457233
1946,53,"1600",0
1947,53,"1600",0.661098152535552
1948,53,"1600",0
1949,53,"1600",0
1950,53,"1600",0.00934148429626783
1951,53,"1600",0
1952,53,"1600",0
1953,53,"1600",0
1954,53,"1600",0
1955,53,"1600",0.202910367688161
1956,53,"1600",0
1957,53,"1600",0.00106729484676223
1958,53,"1600",5.33647024718593e-05
1959,53,"1600",0.431790694994936
1960,53,"1600",0.382754346763152
1961,53,"1600",0
1962,53,"1600",0.000482922362297265
1963,53,"1600",1.25379270402436e-05
1964,53,"1600",0.340811536577529
1965,53,"1600",0
1966,53,"1600",0
1967,53,"1600",0
1968,53,"1600",0
1969,53,"1600",0
1970,53,"1600",0
1971,53,"1600",0
1972,53,"1600",1.78287301343589e-05
1973,53,"1600",0
1974,53,"1600",0
1975,53,"1600",0
1976,53,"1600",0.74651844286909
1977,53,"1600",0.998753954478113
1978,53,"1600",0
1979,53,"1600",0.282996020161448
1980,53,"1600",0
1981,53,"1600",0.345406859226065
1982,53,"1600",0.00440677802168607
1983,53,"1600",0
1984,53,"1600",0
1985,53,"1600",0.572601108404259
1986,53,"1600",0
1987,53,"1600",0.642950514519086
1988,53,"1600",0.668712783824898
1989,53,"1600",0.170108906505163
1990,53,"1600",0.934087692024727
1991,53,"1600",0.898553593800458
1992,53,"1600",0.851091970762455
1993,53,"1600",0
1994,53,"1600",0.909967682935509
1995,53,"1600",0
1996,53,"1600",0
1997,53,"1600",0.00757700248960076
1998,53,"1600",0.0163460471502501
1999,53,"1600",0
2000,53,"1600",0.0247382725368015
2001,53,"1600",0.606261384024419
2002,53,"1600",0.000760942118020736
1922,54,"1600",0.00168731682091474
1923,54,"1600",0.180916110055745
1924,54,"1600",0.988445571349435
1925,54,"1600",0
1926,54,"1600",0.0530612953978875
1927,54,"1600",0
1928,54,"1600",0.0220778373606868
1929,54,"1600",0.874524787141124
1930,54,"1600",0.000943322084094236
1931,54,"1600",0.986382668127522
1932,54,"1600",0.0037850063124731
1933,54,"1600",0.703233861606231
1934,54,"1600",0.115761250345256
1935,54,"1600",0.00118462131077461
1936,54,"1600",0.000550497629034518
1937,54,"1600",0.000778214616353906
1938,54,"1600",8.7516683586982e-05
1939,54,"1600",0.902503010665633
1940,54,"1600",0.0195141488857189
1941,54,"1600",0
1942,54,"1600",2.22129681509285e-05
1943,54,"1600",3.27493657863105e-05
1944,54,"1600",0.0633981739000361
1945,54,"1600",0.00419621771278275
1946,54,"1600",0.000273309763457421
1947,54,"1600",0.425101021509126
1948,54,"1600",0.0060228599011207
1949,54,"1600",0.00321615664690938
1950,54,"1600",0.0318875173144573
1951,54,"1600",0.000277696894887317
1952,54,"1600",9.45667559608629e-05
1953,54,"1600",0
1954,54,"1600",0
1955,54,"1600",0.0297241058312236
1956,54,"1600",0.00111497966856923
1957,54,"1600",0.0145411405855362
1958,54,"1600",0.00110045749188389
1959,54,"1600",0.0281232430942261
1960,54,"1600",0.0294917306805671
1961,54,"1600",0.00302441224833407
1962,54,"1600",0.0081519138765509
1963,54,"1600",0.000431044204646121
1964,54,"1600",0.0432291955972884
1965,54,"1600",0.000150249952692896
1966,54,"1600",0.000607239518657026
1967,54,"1600",0.00183661769171007
1968,54,"1600",0.00162893057280132
1969,54,"1600",0.000194988933088325
1970,54,"1600",0.000228841059063416
1971,54,"1600",0.000342135681848772
1972,54,"1600",0.00753139422631327
1973,54,"1600",3.39173111991805e-05
1974,54,"1600",0.000213893797130403
1975,54,"1600",0
1976,54,"1600",0.464796364073103
1977,54,"1600",0.998633808447642
1978,54,"1600",0.000324063695873629
1979,54,"1600",0.034263285036947
1980,54,"1600",1.01341744418254e-06
1981,54,"1600",0.0153923103124365
1982,54,"1600",0.037505827923508
1983,54,"1600",8.8179911899955e-05
1984,54,"1600",2.24760457043863e-06
1985,54,"1600",0.210347780569164
1986,54,"1600",0.000160748431321293
1987,54,"1600",0.303111851880272
1988,54,"1600",0.380772844050548
1989,54,"1600",0.00788783820206174
1990,54,"1600",0.883975879992428
1991,54,"1600",0.848451647658781
1992,54,"1600",0.696185930090618
1993,54,"1600",0.000976940262826873
1994,54,"1600",0.81213082479704
1995,54,"1600",0.00104951748510185
1996,54,"1600",0.000328626300711176
1997,54,"1600",8.59648761241919e-06
1998,54,"1600",0
1999,54,"1600",0.000354850585291414
2000,54,"1600",0.000289414132772483
2001,54,"1600",0.301257496196812
2002,54,"1600",0.0110569475535514
1922,55,"1600",0.0376489456485105
1923,55,"1600",0.110280125436273
1924,55,"1600",0.984523587450819
1925,55,"1600",0.0015564043472515
1926,55,"1600",0.0498510829575812
1927,55,"1600",0.00749367468070071
1928,55,"1600",0.00585928630791262
1929,55,"1600",0.773316190309629
1930,55,"1600",0.0482168727040555
1931,55,"1600",0.980249633406688
1932,55,"1600",0.0744029086761554
1933,55,"1600",0.441205031789775
1934,55,"1600",0.135689668550562
1935,55,"1600",0.0312782340711937
1936,55,"1600",0.0387031858085959
1937,55,"1600",0.038499179137733
1938,55,"1600",0.00667734242550945
1939,55,"1600",0.817459670690761
1940,55,"1600",0.0057676281365858
1941,55,"1600",0.00276503611448479
1942,55,"1600",0.0162947953607708
1943,55,"1600",0.0079096372849176
1944,55,"1600",0.0801858602070973
1945,55,"1600",0.0380531687605401
1946,55,"1600",0.00940469498670767
1947,55,"1600",0.10776499102314
1948,55,"1600",0.0680035192034238
1949,55,"1600",0.050482323689629
1950,55,"1600",0.0749204678450542
1951,55,"1600",0.0039293047343446
1952,55,"1600",0.0124730562837523
1953,55,"1600",0.0110085956081594
1954,55,"1600",0.00704668442072754
1955,55,"1600",0.0773008075304879
1956,55,"1600",0.0255654767157039
1957,55,"1600",0.0855928556756619
1958,55,"1600",0.0165967949346055
1959,55,"1600",0.0477926421206703
1960,55,"1600",0.0475044813598546
1961,55,"1600",0.0410134039818768
1962,55,"1600",0.0511832720449046
1963,55,"1600",0.00673384159980978
1964,55,"1600",0.0385029764033112
1965,55,"1600",0.0131706534682474
1966,55,"1600",0.0203811281154076
1967,55,"1600",0.0592071129664191
1968,55,"1600",0.0394862122167849
1969,55,"1600",0.0138432463202675
1970,55,"1600",0.00310051144586917
1971,55,"1600",0.0129592334125947
1972,55,"1600",0.0425138401685948
1973,55,"1600",0.00579546388694271
1974,55,"1600",0.0136896658811016
1975,55,"1600",0.00566351021909671
1976,55,"1600",0.202548490916954
1977,55,"1600",0.998242562835948
1978,55,"1600",0.00983867772182262
1979,55,"1600",0.169425680800024
1980,55,"1600",0.00230259951600327
1981,55,"1600",0.137043535360126
1982,55,"1600",0.116619336897815
1983,55,"1600",0.0378413736751601
1984,55,"1600",0.00355033725617146
1985,55,"1600",0.0745194087982992
1986,55,"1600",0.0122989436074774
1987,55,"1600",0.120994429341691
1988,55,"1600",0.136008304067281
1989,55,"1600",0.0537248534828428
1990,55,"1600",0.741448499659213
1991,55,"1600",0.729559027516797
1992,55,"1600",0.41181990521296
1993,55,"1600",0.0362869114049068
1994,55,"1600",0.617830916613623
1995,55,"1600",0.0381499629219446
1996,55,"1600",0.0163109024413409
1997,55,"1600",0.00557555794959631
1998,55,"1600",0.00440563377041116
1999,55,"1600",0.0212854911565718
2000,55,"1600",0.00793787885096465
2001,55,"1600",0.112682053819152
2002,55,"1600",0.0646194757798309
1922,53,"1800",0.00585301378643711
1923,53,"1800",0.453722356395711
1924,53,"1800",0.990199875475988
1925,53,"1800",0
1926,53,"1800",0.339967546566119
1927,53,"1800",0
1928,53,"1800",0.27645373002078
1929,53,"1800",0.875181134610987
1930,53,"1800",0
1931,53,"1800",0.986802090126173
1932,53,"1800",0.000270199810322094
1933,53,"1800",0.789384042697527
1934,53,"1800",0.377659770086845
1935,53,"1800",0
1936,53,"1800",0
1937,53,"1800",0.0709953593053484
1938,53,"1800",0
1939,53,"1800",0.884505266502471
1940,53,"1800",0.157928891628075
1941,53,"1800",0
1942,53,"1800",0
1943,53,"1800",0
1944,53,"1800",0.305942186291136
1945,53,"1800",3.50277725593993e-06
1946,53,"1800",0
1947,53,"1800",0.635669296884801
1948,53,"1800",0
1949,53,"1800",0
1950,53,"1800",0.00695107526215006
1951,53,"1800",0
1952,53,"1800",0
1953,53,"1800",0
1954,53,"1800",0
1955,53,"1800",0.125490805543543
1956,53,"1800",0
1957,53,"1800",3.44560030730758e-06
1958,53,"1800",6.69373242734567e-05
1959,53,"1800",0.215062229639745
1960,53,"1800",0.0495742833209914
1961,53,"1800",0
1962,53,"1800",0.000716393202896428
1963,53,"1800",1.41360878744419e-05
1964,53,"1800",0.31731034187063
1965,53,"1800",0
1966,53,"1800",0
1967,53,"1800",0
1968,53,"1800",0
1969,53,"1800",0
1970,53,"1800",0
1971,53,"1800",0
1972,53,"1800",0
1973,53,"1800",0
1974,53,"1800",0
1975,53,"1800",0
1976,53,"1800",0.622842448185542
1977,53,"1800",0.997855154356361
1978,53,"1800",0
1979,53,"1800",0.196502764428772
1980,53,"1800",0
1981,53,"1800",0.298655972080877
1982,53,"1800",0.00458283058584343
1983,53,"1800",0
1984,53,"1800",0
1985,53,"1800",0.490110705860193
1986,53,"1800",0
1987,53,"1800",0.6158749632009
1988,53,"1800",0.603141963733417
1989,53,"1800",0.118442265904849
1990,53,"1800",0.907419720591854
1991,53,"1800",0.849225467998289
1992,53,"1800",0.807964303402161
1993,53,"1800",0
1994,53,"1800",0.851759623457099
1995,53,"1800",0
1996,53,"1800",4.48537433305316e-05
1997,53,"1800",0.00582446699359097
1998,53,"1800",0.021517813512275
1999,53,"1800",0
2000,53,"1800",0.0430012519463776
2001,53,"1800",0.536706871101804
2002,53,"1800",0.000615728671338826
1922,54,"1800",0.000702429295910676
1923,54,"1800",0.0689702077433728
1924,54,"1800",0.987336019467332
1925,54,"1800",0
1926,54,"1800",0.0206233220774078
1927,54,"1800",0
1928,54,"1800",0.024740250618931
1929,54,"1800",0.771681791741152
1930,54,"1800",0.000997255280482594
1931,54,"1800",0.980528411155768
1932,54,"1800",0.00665707573825198
1933,54,"1800",0.618598364446541
1934,54,"1800",0.0632946338374427
1935,54,"1800",0.00117552286510636
1936,54,"1800",0.000912123435552206
1937,54,"1800",0.00300520267904314
1938,54,"1800",8.89971655832491e-05
1939,54,"1800",0.794693641602573
1940,54,"1800",0.00292749665700318
1941,54,"1800",1.09004465209877e-07
1942,54,"1800",4.64002953435079e-05
1943,54,"1800",3.95744814507862e-05
1944,54,"1800",0.01173870291758
1945,54,"1800",0.00270339331013799
1946,54,"1800",0.000283955283558441
1947,54,"1800",0.401225860034819
1948,54,"1800",0.00476739485348663
1949,54,"1800",0.00238826983030137
1950,54,"1800",0.0397168070324941
1951,54,"1800",0.000224944476300367
1952,54,"1800",9.59480372363863e-05
1953,54,"1800",6.03890884470407e-06
1954,54,"1800",0
1955,54,"1800",0.0228702925491778
1956,54,"1800",0.000699535137796622
1957,54,"1800",0.0103062839026801
1958,54,"1800",0.0011730293422441
1959,54,"1800",0.00254924237260548
1960,54,"1800",0.00138971055562565
1961,54,"1800",0.000878244215166804
1962,54,"1800",0.0101575445065574
1963,54,"1800",0.000474376798657546
1964,54,"1800",0.0291208438814698
1965,54,"1800",0.000154516625634036
1966,54,"1800",0.000406254534812938
1967,54,"1800",0.00252955210810002
1968,54,"1800",0.00203428652677613
1969,54,"1800",0.000228513192499191
1970,54,"1800",3.21214266962186e-05
1971,54,"1800",0.000193804851546115
1972,54,"1800",0.00456472496886487
1973,54,"1800",8.2185625539478e-06
1974,54,"1800",0.000214806979319341
1975,54,"1800",0
1976,54,"1800",0.33828320082677
1977,54,"1800",0.997619165092141
1978,54,"1800",0.00047696541592007
1979,54,"1800",0.0315519387785232
1980,54,"1800",8.60856468030084e-06
1981,54,"1800",0.0244205680160112
1982,54,"1800",0.0368439800522923
1983,54,"1800",0.000236003460192178
1984,54,"1800",0
1985,54,"1800",0.137483703290082
1986,54,"1800",0.000160419582757893
1987,54,"1800",0.273341486395726
1988,54,"1800",0.307354356099712
1989,54,"1800",0.0054107220865184
1990,54,"1800",0.827017033626167
1991,54,"1800",0.758674654962786
1992,54,"1800",0.65829230927351
1993,54,"1800",0.00209144419508497
1994,54,"1800",0.694692429400121
1995,54,"1800",0.00109415783889938
1996,54,"1800",0.000365817756769056
1997,54,"1800",0
1998,54,"1800",3.62341073286683e-06
1999,54,"1800",0.000233596154487871
2000,54,"1800",0.000247150386986363
2001,54,"1800",0.213762058852246
2002,54,"1800",0.00933190142550883
1922,55,"1800",0.0303375014289668
1923,55,"1800",0.0891897505329852
1924,55,"1800",0.981796153620585
1925,55,"1800",0.00243556179765716
1926,55,"1800",0.0425374307207095
1927,55,"1800",0.00591806910658071
1928,55,"1800",0.000173981588806034
1929,55,"1800",0.548548707762588
1930,55,"1800",0.049634670644767
1931,55,"1800",0.9710023461185
1932,55,"1800",0.0623012709417094
1933,55,"1800",0.310710095073092
1934,55,"1800",0.0928805164421945
1935,55,"1800",0.0280099749939464
1936,55,"1800",0.0347107676798806
1937,55,"1800",0.0439221568161832
1938,55,"1800",0.00664366332347126
1939,55,"1800",0.591248555614554
1940,55,"1800",0.00176681484528335
1941,55,"1800",0.0033932222705242
1942,55,"1800",0.0233687920567258
1943,55,"1800",0.00828257083881604
1944,55,"1800",0.042653712683641
1945,55,"1800",0.0496759045916483
1946,55,"1800",0.00709606538446405
1947,55,"1800",0.119320895925745
1948,55,"1800",0.0716396457080159
1949,55,"1800",0.0491226563852608
1950,55,"1800",0.0995594514660955
1951,55,"1800",0.00407903392044739
1952,55,"1800",0.0180165711606491
1953,55,"1800",0.0099073887104867
1954,55,"1800",0.00408091027877102
1955,55,"1800",0.0753090596589639
1956,55,"1800",0.0250790026575148
1957,55,"1800",0.0588447922927388
1958,55,"1800",0.0170144623003136
1959,55,"1800",0.0638981523214775
1960,55,"1800",0.037779851357518
1961,55,"1800",0.0297725364000644
1962,55,"1800",0.081595443521457
1963,55,"1800",0.00666606688880935
1964,55,"1800",0.0296031963995034
